Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Discount Applied,Previous Purchases,Payment Method,Frequency of Purchases
7508,46,Female,Sweater,Outerwear,70,Connecticut,M,Green,Fall,4.0,Yes,No,50,Cash,Every 3 Months
7509,34,Female,Coat,Clothing,47,Ohio,M,Green,Spring,4.3,No,Yes,43,PayPal,Bi-Weekly
7510,30,Female,Shoes,Accessories,26,Alabama,M,Orange,Winter,4.0,Yes,Yes,28,PayPal,Quarterly
7511,58,Female,Belt,Accessories,90,North Carolina,M,Maroon,Spring,4.9,No,No,26,Cash,Bi-Weekly
7512,40,Male,Shirt,Clothing,71,California,L,Brown,Fall,2.8,No,Yes,33,Credit Card,Weekly
7513,63,Female,Handbag,Outerwear,34,Washington,S,Indigo,Fall,5.0,No,Yes,50,Bank Transfer,Bi-Weekly
7514,30,Male,Pants,Footwear,54,Massachusetts,M,Gold,Summer,2.7,No,No,27,PayPal,Fortnightly
7515,56,Female,Shorts,Accessories,69,Oklahoma,S,Peach,Spring,2.6,Yes,No,20,Debit Card,Quarterly
7516,47,Female,Handbag,Outerwear,91,Oregon,S,Teal,Winter,4.1,Yes,Yes,19,Credit Card,Weekly
7517,57,Female,Sandals,Clothing,89,Kentucky,M,Cyan,Winter,4.9,No,Yes,4,PayPal,Weekly
7518,67,Female,Pants,Clothing,90,Oregon,L,White,Summer,4.2,Yes,No,19,Debit Card,Annually
7519,39,Female,Jacket,Outerwear,36,Maine,L,Silver,Winter,4.6,Yes,Yes,25,Debit Card,Every 3 Months
7520,23,Male,Handbag,Footwear,23,New Mexico,XL,Cyan,Winter,4.4,Yes,No,44,Venmo,Monthly
7521,41,Female,Handbag,Outerwear,58,Ohio,S,Brown,Winter,4.5,No,Yes,34,Debit Card,Annually
7522,29,Female,Hat,Outerwear,77,North Carolina,L,Orange,Fall,3.8,No,No,24,Cash,Monthly
7523,62,Female,Scarf,Clothing,66,Nevada,S,Olive,Winter,4.6,Yes,Yes,5,Venmo,Fortnightly
7524,51,Male,Blouse,Accessories,86,Oklahoma,M,Olive,Summer,2.7,No,No,1,Venmo,Weekly
7525,37,Female,Pants,Accessories,92,Wyoming,XL,Teal,Summer,4.8,Yes,No,12,Cash,Every 3 Months
7526,70,Female,Jewelry,Accessories,43,Texas,S,Purple,Spring,3.7,No,No,30,Cash,Annually
7527,24,Female,Sneakers,Accessories,41,Virginia,XL,Yellow,Spring,4.6,No,No,31,Cash,Fortnightly
7528,62,Female,Blouse,Accessories,79,Kentucky,XL,Turquoise,Spring,3.5,Yes,Yes,48,Bank Transfer,Monthly
7529,63,Female,Backpack,Accessories,87,Florida,S,Orange,Summer,5.0,No,No,4,Bank Transfer,Bi-Weekly
7530,23,Male,Sandals,Clothing,71,New York,S,Maroon,Summer,3.3,No,No,29,Credit Card,Every 3 Months
7531,57,Female,Sneakers,Footwear,97,New Hampshire,M,Yellow,Summer,4.2,No,Yes,39,Credit Card,Monthly
7532,36,Female,Sandals,Footwear,26,Alaska,M,Violet,Winter,3.1,No,No,12,Bank Transfer,Weekly
7533,61,Male,Sandals,Footwear,31,Oregon,S,Silver,Summer,4.7,No,No,30,Cash,Weekly
7534,66,Female,Backpack,Accessories,57,Indiana,S,Silver,Fall,3.9,No,No,1,Bank Transfer,Fortnightly
7535,61,Male,Socks,Footwear,62,Arkansas,S,Maroon,Summer,4.3,No,Yes,24,PayPal,Every 3 Months
7536,20,Female,Backpack,Clothing,70,Ohio,L,Brown,Spring,4.4,Yes,Yes,11,Debit Card,Fortnightly
7537,62,Male,Belt,Accessories,75,Georgia,S,Lavender,Fall,3.8,No,No,30,Cash,Every 3 Months
7538,48,Female,Dress,Accessories,95,Colorado,S,Pink,Winter,3.3,Yes,Yes,14,Credit Card,Annually
7539,68,Female,Socks,Accessories,47,Pennsylvania,S,Yellow,Spring,4.4,No,No,4,PayPal,Monthly
7540,33,Male,Boots,Footwear,57,Iowa,M,Violet,Fall,4.5,Yes,Yes,5,Debit Card,Monthly
7541,63,Male,Shorts,Outerwear,25,Maine,XL,Red,Winter,3.9,Yes,Yes,26,Bank Transfer,Bi-Weekly
7542,27,Male,Belt,Outerwear,38,Kentucky,L,Red,Fall,4.3,Yes,No,15,Bank Transfer,Weekly
7543,56,Female,Belt,Outerwear,95,Connecticut,M,Olive,Fall,3.1,No,Yes,23,Debit Card,Every 3 Months
7544,38,Male,Shirt,Clothing,81,Idaho,S,Teal,Winter,3.0,Yes,No,12,Debit Card,Fortnightly
7545,55,Female,Jacket,Outerwear,94,Michigan,L,Cyan,Spring,2.6,Yes,Yes,39,PayPal,Annually
7546,57,Male,Handbag,Footwear,85,Wisconsin,L,Violet,Fall,4.9,No,Yes,21,Venmo,Fortnightly
7547,29,Female,Sandals,Accessories,32,North Carolina,M,Orange,Fall,3.9,Yes,Yes,27,Credit Card,Fortnightly
7548,50,Male,Backpack,Footwear,79,New Hampshire,M,Brown,Winter,3.8,Yes,Yes,12,Credit Card,Monthly
7549,20,Female,Hoodie,Footwear,67,Wyoming,XL,Peach,Summer,4.6,Yes,No,40,Bank Transfer,Weekly
7550,18,Female,Scarf,Accessories,26,Nebraska,XL,Turquoise,Spring,4.9,No,No,39,Venmo,Fortnightly
7551,19,Male,Dress,Accessories,33,Massachusetts,M,Maroon,Winter,3.0,Yes,Yes,34,Credit Card,Quarterly
7552,52,Male,Skirt,Accessories,55,Kansas,M,Red,Summer,3.8,Yes,No,5,Credit Card,Annually
7553,59,Female,Skirt,Outerwear,21,Nebraska,L,Blue,Winter,4.1,Yes,Yes,13,Venmo,Fortnightly
7554,54,Female,Dress,Accessories,59,Illinois,M,Purple,Winter,3.7,Yes,No,20,Debit Card,Fortnightly
7555,66,Male,Jewelry,Clothing,76,Illinois,M,Black,Spring,4.9,Yes,No,23,Venmo,Annually
7556,69,Female,Hoodie,Accessories,50,North Carolina,M,Turquoise,Spring,3.0,Yes,Yes,15,Venmo,Annually
7557,58,Female,Dress,Accessories,45,Florida,M,Red,Winter,3.3,Yes,Yes,18,Bank Transfer,Bi-Weekly
7558,69,Female,Sandals,Footwear,21,California,M,Indigo,Summer,4.9,No,Yes,49,Bank Transfer,Monthly
7559,44,Female,Boots,Accessories,34,Michigan,M,Brown,Fall,4.4,No,No,23,Cash,Quarterly
7560,66,Female,Shorts,Outerwear,70,Florida,XL,Peach,Winter,3.3,No,Yes,37,Credit Card,Every 3 Months
7561,19,Female,Blouse,Footwear,32,Montana,S,Orange,Fall,3.3,Yes,Yes,25,Credit Card,Weekly
7562,48,Female,Jacket,Accessories,23,Wisconsin,XL,Gray,Winter,2.7,No,Yes,43,Debit Card,Annually
7563,65,Female,Belt,Footwear,64,Tennessee,S,Green,Winter,4.4,No,Yes,17,Debit Card,Monthly
7564,55,Female,Dress,Footwear,94,Arkansas,S,Brown,Spring,2.5,Yes,Yes,22,PayPal,Weekly
7565,32,Female,Shoes,Accessories,79,New York,M,Black,Spring,4.6,Yes,Yes,31,Debit Card,Every 3 Months
7566,48,Male,Hat,Footwear,51,Arkansas,L,Lavender,Summer,4.0,Yes,No,24,Bank Transfer,Weekly
7567,54,Female,Boots,Clothing,80,Ohio,S,Blue,Fall,3.4,Yes,Yes,41,Bank Transfer,Weekly
7568,30,Female,Jacket,Accessories,41,Michigan,L,Violet,Fall,3.5,Yes,Yes,49,Debit Card,Annually
7569,23,Female,Shoes,Clothing,39,Alaska,XL,Red,Fall,3.0,Yes,No,39,Cash,Annually
7570,18,Male,Belt,Outerwear,63,California,S,Pink,Fall,2.8,Yes,Yes,31,PayPal,Annually
7571,35,Male,T-shirt,Outerwear,82,Missouri,XL,Turquoise,Spring,4.3,Yes,No,31,Bank Transfer,Annually
7572,59,Male,Sunglasses,Outerwear,31,Wyoming,XL,Cyan,Fall,2.8,Yes,Yes,8,Bank Transfer,Annually
7573,48,Female,Shirt,Clothing,63,Florida,L,Gold,Fall,4.8,Yes,No,39,Credit Card,Quarterly
7574,22,Female,Sweater,Footwear,97,Massachusetts,L,Gray,Spring,3.4,Yes,No,15,Cash,Bi-Weekly
7575,24,Female,Jeans,Footwear,40,Colorado,M,Yellow,Spring,3.8,Yes,Yes,14,Bank Transfer,Monthly
7576,35,Male,Sandals,Clothing,75,California,M,Magenta,Fall,4.3,No,No,24,Credit Card,Bi-Weekly
7577,35,Male,Shorts,Clothing,83,Delaware,XL,Charcoal,Winter,3.1,Yes,Yes,6,Venmo,Every 3 Months
7578,40,Male,T-shirt,Outerwear,97,Wisconsin,M,Indigo,Summer,4.0,Yes,Yes,6,Credit Card,Bi-Weekly
7579,37,Male,Belt,Clothing,68,Nebraska,XL,Black,Winter,4.2,No,No,27,Venmo,Bi-Weekly
7580,70,Male,Sunglasses,Footwear,44,Pennsylvania,M,Olive,Winter,4.5,No,Yes,27,Bank Transfer,Fortnightly
7581,70,Female,Pants,Accessories,68,Kentucky,XL,Olive,Fall,3.3,No,No,39,Bank Transfer,Fortnightly
7582,48,Male,Jacket,Outerwear,77,Alaska,S,Gray,Winter,3.6,Yes,No,32,Bank Transfer,Annually
7583,57,Male,Sneakers,Clothing,57,Vermont,M,Magenta,Fall,3.6,Yes,Yes,2,Cash,Monthly
7584,54,Male,Shirt,Outerwear,20,Texas,S,White,Spring,3.4,No,Yes,5,Credit Card,Bi-Weekly
7585,47,Female,Gloves,Clothing,24,Tennessee,M,Indigo,Spring,3.5,No,No,20,Credit Card,Bi-Weekly
7586,32,Male,Shorts,Accessories,35,Utah,S,Brown,Spring,4.1,No,No,2,Bank Transfer,Annually
7587,28,Female,Jacket,Clothing,50,Mississippi,XL,Gold,Summer,4.3,Yes,Yes,47,Venmo,Every 3 Months
7588,66,Female,Socks,Footwear,36,Ohio,L,Black,Winter,4.3,No,No,2,PayPal,Annually
7589,35,Male,Boots,Footwear,29,Michigan,S,Gold,Winter,4.0,Yes,No,20,Cash,Weekly
7590,51,Female,Belt,Outerwear,82,Virginia,S,Pink,Fall,4.8,No,No,8,Credit Card,Annually
7591,43,Male,Skirt,Footwear,30,West Virginia,L,Purple,Summer,3.3,Yes,No,4,Bank Transfer,Weekly
7592,22,Female,Scarf,Clothing,63,Colorado,L,Black,Fall,3.0,Yes,No,45,Bank Transfer,Weekly
7593,23,Male,T-shirt,Outerwear,31,Hawaii,M,Red,Summer,2.5,No,Yes,10,Cash,Bi-Weekly
7594,66,Male,Skirt,Outerwear,66,Colorado,XL,Pink,Spring,3.1,No,No,47,Bank Transfer,Annually
7595,42,Female,Sandals,Footwear,59,New Mexico,S,Silver,Summer,2.5,Yes,No,30,Cash,Quarterly
7596,59,Female,Dress,Outerwear,55,New Jersey,L,Magenta,Fall,2.6,Yes,Yes,25,PayPal,Bi-Weekly
7597,39,Male,Jacket,Clothing,35,Wisconsin,XL,White,Spring,3.7,Yes,No,39,Credit Card,Annually
7598,42,Male,Pants,Footwear,79,Nebraska,XL,Green,Winter,3.0,Yes,No,45,Debit Card,Quarterly
7599,21,Male,Hoodie,Clothing,38,Iowa,M,Magenta,Summer,4.2,No,Yes,39,PayPal,Bi-Weekly
7600,27,Female,Shirt,Outerwear,41,Florida,L,Beige,Winter,3.3,No,Yes,40,Venmo,Every 3 Months
7601,18,Female,Dress,Outerwear,50,Arkansas,S,Violet,Spring,3.6,No,No,40,PayPal,Quarterly
7602,62,Female,Dress,Outerwear,49,Kansas,L,Maroon,Spring,4.8,No,Yes,6,Bank Transfer,Bi-Weekly
7603,21,Male,Hat,Accessories,39,Virginia,L,Magenta,Fall,4.4,No,No,17,Bank Transfer,Every 3 Months
7604,56,Male,Jewelry,Footwear,21,Arkansas,L,Green,Winter,4.2,Yes,Yes,20,Venmo,Every 3 Months
7605,42,Female,Jewelry,Accessories,30,New Mexico,XL,Indigo,Winter,3.8,No,Yes,3,Credit Card,Annually
7606,56,Female,Sandals,Footwear,58,North Dakota,XL,Purple,Summer,2.6,No,No,49,Debit Card,Quarterly
7607,29,Male,Dress,Accessories,74,Maine,M,Gold,Fall,4.2,Yes,No,20,Venmo,Bi-Weekly
7608,46,Female,Blouse,Clothing,70,Wisconsin,XL,Yellow,Fall,4.2,No,No,12,PayPal,Monthly
7609,57,Female,Shoes,Clothing,25,Pennsylvania,L,Magenta,Spring,4.0,No,Yes,36,Venmo,Every 3 Months
7610,25,Female,Hoodie,Accessories,86,New Mexico,S,Yellow,Winter,3.3,No,No,34,Credit Card,Every 3 Months
7611,57,Female,Shirt,Accessories,41,Oregon,L,Teal,Spring,2.7,Yes,No,4,PayPal,Fortnightly
7612,23,Male,Shirt,Outerwear,80,Michigan,M,Yellow,Winter,3.5,Yes,Yes,13,Bank Transfer,Weekly
7613,34,Male,Boots,Footwear,43,Alabama,XL,White,Fall,4.7,No,Yes,50,PayPal,Annually
7614,63,Female,Dress,Outerwear,41,Louisiana,XL,White,Spring,4.2,Yes,Yes,14,Cash,Bi-Weekly
7615,60,Female,Jeans,Clothing,50,Alabama,L,Gray,Summer,3.5,Yes,Yes,26,PayPal,Every 3 Months
7616,60,Female,Jewelry,Clothing,90,Michigan,S,Pink,Winter,2.8,No,No,35,PayPal,Fortnightly
7617,69,Male,Jacket,Accessories,32,Utah,XL,Gold,Spring,4.4,Yes,No,12,Credit Card,Annually
7618,61,Male,Coat,Clothing,26,Oklahoma,M,Silver,Fall,2.6,Yes,Yes,38,PayPal,Quarterly
7619,19,Male,Boots,Clothing,53,North Carolina,S,Blue,Winter,3.8,Yes,Yes,15,Bank Transfer,Fortnightly
7620,63,Female,Scarf,Outerwear,98,New Hampshire,L,Teal,Winter,4.6,No,Yes,4,Venmo,Fortnightly
7621,38,Female,Boots,Footwear,47,New Jersey,L,Pink,Fall,4.2,No,No,48,Debit Card,Fortnightly
7622,44,Female,Belt,Clothing,71,South Dakota,M,Gray,Summer,2.9,No,Yes,3,Debit Card,Weekly
7623,60,Male,Sandals,Accessories,76,Georgia,M,Beige,Summer,4.5,No,Yes,41,Debit Card,Bi-Weekly
7624,66,Female,T-shirt,Footwear,79,New Jersey,L,Cyan,Spring,4.7,Yes,Yes,47,PayPal,Quarterly
7625,37,Male,Pants,Accessories,40,Connecticut,M,Gold,Winter,4.6,No,Yes,3,Venmo,Monthly
7626,36,Male,Skirt,Clothing,60,Tennessee,XL,Turquoise,Summer,3.5,No,No,4,PayPal,Quarterly
7627,24,Female,Sneakers,Footwear,43,Ohio,S,Charcoal,Spring,4.7,Yes,No,30,PayPal,Weekly
7628,29,Male,Sweater,Clothing,80,Michigan,S,Brown,Winter,4.6,No,No,45,Debit Card,Monthly
7629,40,Female,Sunglasses,Footwear,74,Wyoming,XL,White,Fall,2.7,No,No,37,Cash,Bi-Weekly
7630,29,Male,Coat,Clothing,78,Kentucky,XL,Gray,Winter,3.0,No,No,31,Debit Card,Bi-Weekly
7631,36,Female,Jacket,Outerwear,24,California,S,Beige,Summer,3.4,No,Yes,18,PayPal,Weekly
7632,40,Male,Backpack,Outerwear,20,Arkansas,S,Silver,Spring,3.5,Yes,No,32,Credit Card,Every 3 Months
7633,54,Female,Sunglasses,Accessories,27,Wyoming,XL,Charcoal,Summer,4.1,Yes,No,25,Debit Card,Every 3 Months
7634,27,Male,Socks,Clothing,33,West Virginia,L,Indigo,Spring,3.6,No,No,40,Bank Transfer,Weekly
7635,26,Female,Shorts,Accessories,36,Alaska,M,White,Fall,3.7,Yes,Yes,21,Credit Card,Quarterly
7636,57,Female,Sneakers,Clothing,41,Idaho,M,Green,Fall,3.9,No,Yes,19,Cash,Monthly
7637,20,Female,Shorts,Accessories,67,Missouri,S,Black,Winter,3.4,Yes,Yes,4,Bank Transfer,Quarterly
7638,55,Female,Sweater,Footwear,34,Washington,M,Charcoal,Summer,3.2,Yes,Yes,39,Credit Card,Annually
7639,20,Female,Pants,Accessories,36,California,L,Beige,Summer,5.0,No,Yes,47,Debit Card,Quarterly
7640,64,Male,Socks,Footwear,56,Indiana,M,Indigo,Winter,3.0,Yes,Yes,43,Credit Card,Every 3 Months
7641,42,Male,Scarf,Outerwear,38,Connecticut,XL,Black,Summer,3.6,No,No,16,Credit Card,Bi-Weekly
7642,22,Male,Shirt,Footwear,62,Kansas,S,Violet,Winter,3.4,Yes,Yes,6,Cash,Monthly
7643,54,Female,Scarf,Accessories,90,Minnesota,XL,Olive,Fall,4.5,Yes,No,31,Debit Card,Every 3 Months
7644,58,Male,Boots,Accessories,96,South Dakota,XL,Beige,Spring,4.7,No,Yes,46,PayPal,Bi-Weekly
7645,43,Female,Handbag,Outerwear,23,Illinois,S,Black,Spring,2.8,Yes,Yes,39,Venmo,Bi-Weekly
7646,40,Female,Socks,Accessories,92,Pennsylvania,L,Green,Winter,4.0,No,Yes,6,PayPal,Annually
7647,46,Female,Scarf,Footwear,66,New Hampshire,S,Red,Summer,4.1,No,No,50,Credit Card,Bi-Weekly
7648,52,Female,Shoes,Footwear,63,Colorado,L,Brown,Spring,3.3,No,No,20,Venmo,Weekly
7649,44,Female,Gloves,Clothing,85,Nebraska,L,Peach,Spring,3.1,Yes,Yes,11,PayPal,Quarterly
7650,19,Female,Sweater,Footwear,85,Michigan,XL,White,Fall,3.4,Yes,Yes,30,Credit Card,Fortnightly
7651,41,Male,Backpack,Clothing,71,Maryland,S,Blue,Fall,3.3,No,No,32,Venmo,Weekly
7652,47,Female,Hat,Footwear,20,Hawaii,XL,White,Summer,4.4,No,No,40,Credit Card,Bi-Weekly
7653,23,Male,Hoodie,Clothing,97,Iowa,M,Beige,Spring,4.0,No,No,24,PayPal,Monthly
7654,50,Female,Hoodie,Outerwear,99,Nevada,S,Red,Fall,4.5,No,No,4,PayPal,Every 3 Months
7655,61,Male,Sweater,Footwear,80,Vermont,XL,Teal,Winter,3.7,No,Yes,49,Bank Transfer,Every 3 Months
7656,51,Male,Sweater,Clothing,74,California,M,Gray,Winter,2.8,No,No,33,Venmo,Every 3 Months
7657,65,Female,Boots,Outerwear,28,Massachusetts,M,Magenta,Winter,3.1,No,No,19,Credit Card,Fortnightly
7658,18,Female,Pants,Footwear,99,Colorado,XL,Peach,Fall,4.8,Yes,No,49,Venmo,Weekly
7659,66,Male,Hat,Footwear,58,West Virginia,S,Beige,Summer,4.4,Yes,No,23,Debit Card,Quarterly
7660,28,Female,Dress,Footwear,95,California,S,Cyan,Fall,3.4,Yes,Yes,13,Bank Transfer,Bi-Weekly
7661,32,Female,Sweater,Footwear,81,Wyoming,XL,Gray,Fall,2.8,Yes,No,6,Cash,Quarterly
7662,48,Male,Gloves,Clothing,26,Alaska,XL,Red,Winter,3.2,Yes,No,39,PayPal,Every 3 Months
7663,51,Male,Sneakers,Footwear,56,Texas,M,Yellow,Summer,3.0,Yes,No,21,Cash,Weekly
7664,62,Female,Sandals,Accessories,77,Texas,M,Brown,Fall,3.8,No,No,9,PayPal,Bi-Weekly
7665,32,Female,Shoes,Accessories,85,Maryland,S,Lavender,Winter,3.1,No,No,1,Bank Transfer,Every 3 Months
7666,61,Male,Jeans,Clothing,95,Colorado,L,Brown,Summer,3.7,Yes,Yes,32,Debit Card,Weekly
7667,44,Female,Sneakers,Footwear,58,Minnesota,M,Brown,Fall,4.0,Yes,No,7,Credit Card,Quarterly
7668,69,Male,Shoes,Accessories,29,South Carolina,S,Peach,Summer,3.4,Yes,Yes,42,Debit Card,Annually
7669,44,Male,Hoodie,Footwear,32,Missouri,M,Black,Summer,3.3,Yes,No,17,Credit Card,Every 3 Months
7670,49,Male,Skirt,Accessories,79,Delaware,S,White,Fall,4.5,Yes,No,44,Credit Card,Every 3 Months
7671,44,Female,Shoes,Outerwear,32,Colorado,S,Turquoise,Summer,4.6,No,Yes,25,Bank Transfer,Bi-Weekly
7672,27,Male,Shoes,Accessories,85,Missouri,M,Red,Winter,4.5,No,Yes,3,Debit Card,Quarterly
7673,24,Female,Dress,Footwear,21,Mississippi,XL,Blue,Spring,2.6,Yes,No,8,Bank Transfer,Bi-Weekly
7674,43,Male,Sweater,Clothing,23,Alaska,M,Cyan,Spring,2.5,No,Yes,34,Venmo,Annually
7675,19,Male,Coat,Accessories,86,Pennsylvania,S,Orange,Summer,4.1,Yes,No,16,Credit Card,Weekly
7676,65,Female,T-shirt,Clothing,47,Georgia,M,White,Winter,4.2,Yes,Yes,13,Debit Card,Annually
7677,40,Female,Skirt,Footwear,24,Montana,L,Beige,Summer,2.6,Yes,No,44,PayPal,Bi-Weekly
7678,69,Male,Shirt,Footwear,28,Missouri,M,Magenta,Spring,3.9,Yes,No,44,Venmo,Fortnightly
7679,26,Female,Belt,Outerwear,28,New Jersey,L,Black,Fall,4.1,Yes,Yes,20,Cash,Fortnightly
7680,37,Female,Jacket,Outerwear,36,Louisiana,XL,Peach,Summer,3.7,Yes,No,38,Venmo,Fortnightly
7681,59,Female,Boots,Outerwear,77,Louisiana,XL,Cyan,Winter,4.7,Yes,Yes,5,Cash,Bi-Weekly
7682,66,Male,Boots,Clothing,89,West Virginia,S,Purple,Summer,3.4,Yes,Yes,20,Bank Transfer,Bi-Weekly
7683,52,Female,Jeans,Clothing,89,Rhode Island,S,Black,Spring,4.4,No,No,46,PayPal,Every 3 Months
7684,47,Male,Handbag,Outerwear,27,Michigan,XL,Purple,Spring,3.1,Yes,Yes,26,Cash,Fortnightly
7685,62,Female,Backpack,Accessories,47,New Mexico,L,Brown,Fall,3.3,Yes,No,24,Bank Transfer,Bi-Weekly
7686,25,Male,Shirt,Outerwear,73,California,S,Olive,Spring,2.7,Yes,Yes,32,PayPal,Monthly
7687,67,Female,Backpack,Clothing,89,Georgia,L,Olive,Winter,2.7,Yes,Yes,39,PayPal,Every 3 Months
7688,67,Male,Shirt,Footwear,22,New Mexico,XL,Black,Summer,3.3,Yes,Yes,4,Credit Card,Bi-Weekly
7689,55,Female,Gloves,Clothing,80,New York,S,Blue,Spring,4.4,No,No,45,Debit Card,Bi-Weekly
7690,56,Female,Coat,Clothing,34,Louisiana,L,Brown,Spring,4.1,Yes,No,11,PayPal,Every 3 Months
7691,61,Male,Shirt,Footwear,52,New York,L,Black,Spring,4.8,No,Yes,7,Bank Transfer,Every 3 Months
7692,20,Female,Hoodie,Accessories,75,Idaho,M,Cyan,Summer,4.1,Yes,Yes,15,Venmo,Monthly
7693,29,Female,Dress,Clothing,54,Maryland,S,Silver,Spring,3.1,No,No,21,Venmo,Monthly
7694,65,Female,Boots,Outerwear,67,New Mexico,L,Turquoise,Winter,4.7,Yes,No,32,PayPal,Monthly
7695,69,Female,Gloves,Footwear,48,Washington,M,Green,Spring,4.9,Yes,Yes,47,PayPal,Monthly
7696,39,Male,Dress,Footwear,47,South Carolina,M,Olive,Fall,4.8,No,No,26,PayPal,Every 3 Months
7697,50,Female,T-shirt,Footwear,36,Massachusetts,L,Teal,Summer,3.2,No,No,23,Bank Transfer,Every 3 Months
7698,52,Female,Backpack,Footwear,97,Oregon,S,Gray,Fall,3.2,No,Yes,28,Cash,Bi-Weekly
7699,58,Female,Hoodie,Outerwear,97,Louisiana,M,Orange,Winter,4.1,Yes,Yes,24,Credit Card,Monthly
7700,70,Male,Shoes,Clothing,49,Alaska,S,Maroon,Winter,4.9,No,Yes,21,Venmo,Bi-Weekly
7701,29,Female,Jeans,Outerwear,28,Idaho,L,Beige,Spring,3.0,No,No,22,Cash,Monthly
7702,42,Male,Pants,Clothing,31,Vermont,L,Beige,Summer,4.1,No,Yes,2,Bank Transfer,Annually
7703,30,Male,Coat,Clothing,77,Alabama,L,Violet,Spring,4.5,Yes,No,17,Venmo,Every 3 Months
7704,26,Female,Jeans,Footwear,57,Ohio,S,Black,Winter,4.1,No,Yes,8,Debit Card,Quarterly
7705,34,Female,Socks,Clothing,25,Iowa,S,Brown,Fall,4.9,No,No,16,Credit Card,Fortnightly
7706,69,Male,Boots,Outerwear,22,Idaho,L,Black,Spring,3.0,No,No,41,PayPal,Fortnightly
7707,27,Female,Backpack,Accessories,98,Michigan,M,Pink,Fall,3.4,No,No,19,PayPal,Quarterly
7708,24,Male,Jacket,Outerwear,53,North Dakota,XL,Charcoal,Fall,3.3,No,No,22,PayPal,Monthly
7709,34,Male,Skirt,Outerwear,33,New Jersey,S,Beige,Summer,2.7,No,No,47,Credit Card,Annually
7710,27,Male,Pants,Outerwear,25,Vermont,M,Blue,Winter,3.2,Yes,No,19,Venmo,Monthly
7711,37,Male,Jacket,Accessories,58,Louisiana,XL,Charcoal,Spring,3.3,Yes,Yes,23,Debit Card,Bi-Weekly
7712,36,Male,Jeans,Outerwear,64,Nebraska,XL,Gray,Spring,4.4,Yes,Yes,23,Cash,Every 3 Months
7713,23,Male,Handbag,Outerwear,80,Kansas,L,Charcoal,Fall,3.7,No,Yes,20,Cash,Fortnightly
7714,61,Female,Scarf,Footwear,60,Kansas,XL,Charcoal,Spring,4.8,No,No,5,Credit Card,Quarterly
7715,43,Female,Hat,Footwear,93,Alabama,XL,Silver,Fall,4.9,No,No,22,Debit Card,Annually
7716,46,Male,Skirt,Footwear,91,North Dakota,S,Red,Spring,4.0,Yes,No,30,Cash,Fortnightly
7717,19,Male,Sandals,Outerwear,37,Ohio,S,Lavender,Fall,3.8,Yes,No,13,Venmo,Every 3 Months
7718,54,Female,Gloves,Clothing,89,Montana,M,Olive,Winter,4.1,Yes,No,11,Bank Transfer,Weekly
7719,49,Male,Hat,Footwear,32,New Mexico,M,Red,Fall,3.0,Yes,Yes,4,Debit Card,Quarterly
7720,69,Female,Coat,Accessories,79,Maine,L,Pink,Spring,2.7,Yes,No,30,Bank Transfer,Bi-Weekly
7721,69,Male,Sneakers,Clothing,32,Kentucky,L,Maroon,Fall,3.3,Yes,Yes,27,PayPal,Quarterly
7722,21,Male,Jeans,Accessories,31,West Virginia,XL,Olive,Spring,3.8,No,No,50,Venmo,Monthly
7723,55,Male,Hoodie,Clothing,46,Minnesota,L,Yellow,Spring,3.5,No,Yes,25,Credit Card,Quarterly
7724,40,Male,Handbag,Footwear,86,Colorado,M,Beige,Spring,3.2,No,Yes,11,Credit Card,Every 3 Months
7725,58,Female,Handbag,Accessories,23,Colorado,S,Beige,Summer,3.6,No,Yes,19,Credit Card,Annually
7726,18,Female,Gloves,Outerwear,59,Vermont,XL,Indigo,Spring,4.9,Yes,Yes,40,Bank Transfer,Bi-Weekly
7727,51,Male,Blouse,Footwear,63,Nebraska,XL,White,Spring,3.5,No,Yes,19,PayPal,Weekly
7728,59,Female,Sunglasses,Accessories,35,Tennessee,L,Purple,Fall,4.1,No,Yes,30,Cash,Bi-Weekly
7729,43,Male,Sandals,Clothing,24,Wyoming,XL,Maroon,Summer,3.8,No,No,14,Bank Transfer,Every 3 Months
7730,66,Female,T-shirt,Outerwear,27,Indiana,L,White,Spring,3.3,Yes,Yes,48,PayPal,Fortnightly
7731,52,Male,Dress,Accessories,26,North Dakota,M,Magenta,Fall,2.6,No,No,31,Cash,Weekly
7732,64,Female,Gloves,Clothing,98,Vermont,M,Turquoise,Winter,4.6,No,Yes,27,Venmo,Quarterly
7733,51,Female,Belt,Accessories,94,New Mexico,M,Cyan,Fall,2.9,Yes,Yes,2,Cash,Weekly
7734,69,Female,Socks,Outerwear,20,Pennsylvania,XL,Gray,Summer,3.7,Yes,Yes,46,Debit Card,Bi-Weekly
7735,25,Female,Hoodie,Footwear,70,Texas,S,Turquoise,Winter,3.9,No,No,8,Bank Transfer,Fortnightly
7736,22,Male,Shirt,Accessories,46,Kentucky,L,Gold,Summer,2.9,No,No,6,Debit Card,Every 3 Months
7737,50,Female,Blouse,Accessories,83,New York,XL,Peach,Summer,3.9,Yes,No,33,Credit Card,Annually
7738,59,Male,Blouse,Outerwear,79,Tennessee,L,Orange,Fall,4.2,No,Yes,25,Cash,Quarterly
